chromosome	start	end	strand	C%+G%	Obs/Exp	len	gene_id
chr9	gene	9889495	9890067	-	55.24	0.6	26.0	PTPRD
chr9	transcript	9889495	9890067	-	55.24	0.6	26.0	PTPRD
chr9	gene	9897859	9899351	-	69.84	0.88	159.0	PTPRD
chr9	transcript	9897859	9899351	-	69.84	0.88	159.0	PTPRD
chr9	gene	9922554	9923259	-	52.77	0.6	29.0	PTPRD
chr9	transcript	9922554	9923259	-	52.77	0.6	29.0	PTPRD
chr9	gene	9945697	9946594	-	59.64	0.84	67.0	PTPRD
chr9	transcript	9945697	9946594	-	59.64	0.84	67.0	PTPRD
chr9	gene	9993525	9995522	-	67.15	0.75	168.0	PTPRD
chr9	transcript	9993525	9995522	-	67.15	0.75	168.0	PTPRD
chr9	gene	10029865	10031769	-	68.33	0.67	149.0	PTPRD
chr9	transcript	10029865	10031769	-	68.33	0.67	149.0	PTPRD
chr9	gene	10049824	10050528	-	54.12	0.63	32.0	PTPRD
chr9	transcript	10049824	10050528	-	54.12	0.63	32.0	PTPRD
chr9	gene	10057417	10059150	-	67.34	0.84	165.0	PTPRD
chr9	transcript	10057417	10059150	-	67.34	0.84	165.0	PTPRD
chr9	gene	10079474	10080340	-	60.51	0.74	59.0	PTPRD
chr9	transcript	10079474	10080340	-	60.51	0.74	59.0	PTPRD
chr9	gene	10085879	10086384	-	64.55	0.61	32.0	PTPRD
chr9	transcript	10085879	10086384	-	64.55	0.61	32.0	PTPRD
chr9	gene	10110134	10111241	-	68.74	0.89	114.0	PTPRD
chr9	transcript	10110134	10111241	-	68.74	0.89	114.0	PTPRD
chr9	gene	10127651	10129093	-	58.18	0.92	112.0	PTPRD
chr9	transcript	10127651	10129093	-	58.18	0.92	112.0	PTPRD
chr9	gene	10131872	10132378	-	52.17	0.61	21.0	PTPRD
chr9	transcript	10131872	10132378	-	52.17	0.61	21.0	PTPRD
chr9	gene	10148139	10148662	-	55.26	0.63	25.0	PTPRD
chr9	transcript	10148139	10148662	-	55.26	0.63	25.0	PTPRD
chr9	gene	10174737	10175841	-	67.75	0.74	91.0	PTPRD
chr9	transcript	10174737	10175841	-	67.75	0.74	91.0	PTPRD
chr9	gene	10199902	10201190	-	71.66	0.7	115.0	PTPRD
chr9	transcript	10199902	10201190	-	71.66	0.7	115.0	PTPRD
chr9	gene	10231591	10232586	-	58.89	0.63	53.0	PTPRD
chr9	transcript	10231591	10232586	-	58.89	0.63	53.0	PTPRD
chr9	gene	10246581	10247968	-	70.8	0.8	139.0	PTPRD
chr9	transcript	10246581	10247968	-	70.8	0.8	139.0	PTPRD
chr9	gene	10257895	10258680	-	60.51	0.84	60.0	PTPRD
chr9	transcript	10257895	10258680	-	60.51	0.84	60.0	PTPRD
chr9	gene	10258804	10260010	-	68.74	0.74	104.0	PTPRD
chr9	transcript	10258804	10260010	-	68.74	0.74	104.0	PTPRD
chr9	gene	10290162	10291215	-	68.85	0.8	98.0	PTPRD
chr9	transcript	10290162	10291215	-	68.85	0.8	98.0	PTPRD
chr9	gene	10322249	10324584	-	64.11	0.82	196.0	PTPRD
chr9	transcript	10322249	10324584	-	64.11	0.82	196.0	PTPRD
chr9	gene	10382326	10384591	-	63.93	0.74	168.0	PTPRD
chr9	transcript	10382326	10384591	-	63.93	0.74	168.0	PTPRD
chr9	gene	10469613	10471267	-	71.1	0.79	165.0	PTPRD
chr9	transcript	10469613	10471267	-	71.1	0.79	165.0	PTPRD
chr9	gene	10512355	10513805	-	60.55	0.71	94.0	PTPRD
chr9	transcript	10512355	10513805	-	60.55	0.71	94.0	PTPRD
chr9	gene	10520046	10520608	-	73.13	0.81	60.0	PTPRD
chr9	transcript	10520046	10520608	-	73.13	0.81	60.0	PTPRD
chr9	gene	10533415	10534797	-	62.95	0.67	91.0	PTPRD
chr9	transcript	10533415	10534797	-	62.95	0.67	91.0	PTPRD
chr9	gene	10551248	10552597	-	70.87	0.71	120.0	PTPRD
chr9	transcript	10551248	10552597	-	70.87	0.71	120.0	PTPRD
chr9	gene	10572920	10573822	-	67.29	0.68	69.0	PTPRD
chr9	transcript	10572920	10573822	-	67.29	0.68	69.0	PTPRD
chr9	gene	12123721	12124786	-	79.81	0.86	146.0	RP11-74C3.1
chr9	transcript	12123721	12124786	-	79.81	0.86	146.0	RP11-74C3.1
chr9	gene	12702725	12705111	-	75.69	0.94	321.0	RP11-3L8.3
chr9	transcript	12702725	12705111	-	75.69	0.94	321.0	RP11-3L8.3
chr9	gene	12737458	12737967	-	53.44	0.7	25.0	RP11-3L8.3
chr9	transcript	12737458	12737967	-	53.44	0.7	25.0	RP11-3L8.3
chr9	gene	12743648	12744327	-	69.81	0.76	63.0	RP11-3L8.3
chr9	transcript	12743648	12744327	-	69.81	0.76	63.0	RP11-3L8.3
chr9	gene	13188764	13190013	-	63.17	0.83	101.0	MPDZ
chr9	transcript	13188764	13190013	-	63.17	0.83	101.0	MPDZ
chr9	gene	13209069	13210513	-	61.08	0.81	107.0	MPDZ
chr9	transcript	13209069	13210513	-	61.08	0.81	107.0	MPDZ
chr9	gene	13250307	13251430	-	61.0	0.76	79.0	MPDZ
chr9	transcript	13250307	13251430	-	61.0	0.76	79.0	MPDZ
chr9	gene	13260789	13262113	-	61.48	0.9	112.0	MPDZ
chr9	transcript	13260789	13262113	-	61.48	0.9	112.0	MPDZ
chr9	gene	13262409	13263053	-	56.06	0.86	43.0	MPDZ
chr9	transcript	13262409	13263053	-	56.06	0.86	43.0	MPDZ
chr9	gene	14192420	14193537	-	74.04	0.96	142.0	NFIB
chr9	transcript	14192420	14193537	-	74.04	0.96	142.0	NFIB
chr9	gene	14309015	14309528	-	54.58	0.61	23.0	NFIB
chr9	transcript	14309015	14309528	-	54.58	0.61	23.0	NFIB
chr9	gene	15058631	15059265	-	53.0	0.81	36.0	RP11-54D18.3
chr9	transcript	15058631	15059265	-	53.0	0.81	36.0	RP11-54D18.3
chr9	gene	15077202	15078352	-	72.43	0.79	119.0	RP11-54D18.3
chr9	transcript	15077202	15078352	-	72.43	0.79	119.0	RP11-54D18.3
chr9	gene	15084418	15085417	-	68.57	0.75	87.0	RP11-54D18.3
chr9	transcript	15084418	15085417	-	68.57	0.75	87.0	RP11-54D18.3
chr9	gene	15111123	15112083	-	57.29	0.65	51.0	RP11-54D18.3
chr9	transcript	15111123	15112083	-	57.29	0.65	51.0	RP11-54D18.3
chr9	gene	15182028	15183139	-	76.78	1.01	160.0	TTC39B
chr9	transcript	15182028	15183139	-	76.78	1.01	160.0	TTC39B
chr9	gene	15509407	15510432	-	61.95	0.64	63.0	PSIP1
chr9	transcript	15509407	15510432	-	61.95	0.64	63.0	PSIP1
chr9	gene	16221655	16223220	-	63.96	0.83	130.0	C9orf92
chr9	transcript	16221655	16223220	-	63.96	0.83	130.0	C9orf92
chr9	gene	16223570	16225731	-	64.32	0.74	164.0	C9orf92
chr9	transcript	16223570	16225731	-	64.32	0.74	164.0	C9orf92
chr9	gene	16230071	16231933	-	60.1	0.74	124.0	C9orf92
chr9	transcript	16230071	16231933	-	60.1	0.74	124.0	C9orf92
chr9	gene	16236528	16237766	-	68.66	0.8	116.0	C9orf92
chr9	transcript	16236528	16237766	-	68.66	0.8	116.0	C9orf92
chr9	gene	16634406	16635287	-	54.48	0.71	46.0	BNC2
chr9	transcript	16634406	16635287	-	54.48	0.71	46.0	BNC2
chr9	gene	16659717	16660388	-	51.27	0.66	24.0	BNC2
chr9	transcript	16659717	16660388	-	51.27	0.66	24.0	BNC2
chr9	gene	16690886	16691393	-	63.51	0.61	31.0	BNC2
chr9	transcript	16690886	16691393	-	63.51	0.61	31.0	BNC2
chr9	gene	16714289	16715234	-	65.4	0.62	62.0	BNC2
chr9	transcript	16714289	16715234	-	65.4	0.62	62.0	BNC2
chr9	gene	16751127	16752596	-	74.88	0.82	169.0	BNC2
chr9	transcript	16751127	16752596	-	74.88	0.82	169.0	BNC2
chr9	gene	16799061	16800040	-	69.25	0.78	91.0	BNC2
chr9	transcript	16799061	16800040	-	69.25	0.78	91.0	BNC2
chr9	gene	16851000	16853126	-	67.97	0.78	192.0	BNC2
chr9	transcript	16851000	16853126	-	67.97	0.78	192.0	BNC2
chr9	gene	19081052	19082813	-	62.07	0.84	142.0	HAUS6
chr9	transcript	19081052	19082813	-	62.07	0.84	142.0	HAUS6
chr9	gene	19641399	19641947	-	74.27	0.77	58.0	SLC24A2
chr9	transcript	19641399	19641947	-	74.27	0.77	58.0	SLC24A2
chr9	gene	23747988	23748594	-	56.93	0.82	40.0	ELAVL2
chr9	transcript	23747988	23748594	-	56.93	0.82	40.0	ELAVL2
chr9	gene	26850928	26851543	-	65.04	0.68	44.0	CAAP1
chr9	transcript	26850928	26851543	-	65.04	0.68	44.0	CAAP1
chr9	gene	26851672	26853371	-	55.74	0.75	97.0	CAAP1
chr9	transcript	26851672	26853371	-	55.74	0.75	97.0	CAAP1
chr9	gene	26890412	26890935	-	55.26	0.64	25.0	CAAP1
chr9	transcript	26890412	26890935	-	55.26	0.64	25.0	CAAP1
chr9	gene	26925090	26926158	-	60.49	0.77	75.0	PLAA
chr9	transcript	26925090	26926158	-	60.49	0.77	75.0	PLAA
chr9	gene	27411338	27413656	-	65.19	0.78	191.0	MOB3B
chr9	transcript	27411338	27413656	-	65.19	0.78	191.0	MOB3B
chr9	gene	28194003	28196033	-	65.37	0.77	167.0	LINGO2
chr9	transcript	28194003	28196033	-	65.37	0.77	167.0	LINGO2
chr9	gene	28401068	28402009	-	61.53	0.61	53.0	LINGO2
chr9	transcript	28401068	28402009	-	61.53	0.61	53.0	LINGO2
chr9	gene	28402118	28403228	-	64.95	0.64	75.0	LINGO2
chr9	transcript	28402118	28403228	-	64.95	0.64	75.0	LINGO2
chr9	gene	32547585	32548277	-	50.58	0.71	31.0	TOPORS
chr9	transcript	32547585	32548277	-	50.58	0.71	31.0	TOPORS
chr9	gene	32868923	32869451	-	57.58	0.78	34.0	RP11-462B18.3
chr9	transcript	32868923	32869451	-	57.58	0.78	34.0	RP11-462B18.3
chr9	gene	33002416	33004054	-	61.36	0.71	110.0	APTX
chr9	transcript	33002416	33004054	-	61.36	0.71	110.0	APTX
chr9	gene	33387703	33388288	-	57.09	0.64	30.0	AQP7
chr9	transcript	33387703	33388288	-	57.09	0.64	30.0	AQP7
chr9	gene	33960466	33961460	-	63.98	0.63	64.0	UBAP2
chr9	transcript	33960466	33961460	-	63.98	0.63	64.0	UBAP2
chr9	gene	34451277	34451829	-	68.3	0.7	45.0	FAM219A
chr9	transcript	34451277	34451829	-	68.3	0.7	45.0	FAM219A
chr9	gene	36856012	36856662	-	59.69	0.66	38.0	PAX5
chr9	transcript	36856012	36856662	-	59.69	0.66	38.0	PAX5
chr9	gene	36916656	36917920	-	53.09	0.66	59.0	PAX5
chr9	transcript	36916656	36917920	-	53.09	0.66	59.0	PAX5
chr9	gene	36963593	36965185	-	63.38	0.75	120.0	PAX5
chr9	transcript	36963593	36965185	-	63.38	0.75	120.0	PAX5
chr9	gene	37851859	37852679	-	52.8	0.86	49.0	RP11-613M10.9
chr9	transcript	37851859	37852679	-	52.8	0.86	49.0	RP11-613M10.9
chr9	gene	37976736	37978261	-	73.7	0.89	181.0	RP11-613M10.9
chr9	transcript	37976736	37978261	-	73.7	0.89	181.0	RP11-613M10.9
chr9	gene	37976736	37978261	-	73.7	0.89	181.0	SHB
chr9	transcript	37976736	37978261	-	73.7	0.89	181.0	SHB
chr9	gene	38023194	38024551	-	68.46	0.88	139.0	RP11-613M10.9
chr9	transcript	38023194	38024551	-	68.46	0.88	139.0	RP11-613M10.9
chr9	gene	38023194	38024551	-	68.46	0.88	139.0	SHB
chr9	transcript	38023194	38024551	-	68.46	0.88	139.0	SHB
chr9	gene	38039131	38039656	-	57.14	0.77	33.0	RP11-613M10.9
chr9	transcript	38039131	38039656	-	57.14	0.77	33.0	RP11-613M10.9
chr9	gene	38039131	38039656	-	57.14	0.77	33.0	SHB
chr9	transcript	38039131	38039656	-	57.14	0.77	33.0	SHB
chr9	gene	38543959	38544817	-	64.22	0.91	80.0	ANKRD18A
chr9	transcript	38543959	38544817	-	64.22	0.91	80.0	ANKRD18A
chr9	gene	38543959	38544817	-	64.22	0.91	80.0	RP11-392E22.11
chr9	transcript	38543959	38544817	-	64.22	0.91	80.0	RP11-392E22.11
chr9	gene	39228330	39229745	-	63.39	0.84	118.0	CNTNAP3
chr9	transcript	39228330	39229745	-	63.39	0.84	118.0	CNTNAP3
chr9	gene	39741201	39742889	-	74.23	0.87	202.0	BX088645.3
chr9	transcript	39741201	39742889	-	74.23	0.87	202.0	BX088645.3
chr9	gene	39741201	39742889	-	74.23	0.87	202.0	RP11-133G22.1
chr9	transcript	39741201	39742889	-	74.23	0.87	202.0	RP11-133G22.1
chr9	gene	39743085	39743937	-	68.54	0.78	78.0	BX088645.3
chr9	transcript	39743085	39743937	-	68.54	0.78	78.0	BX088645.3
chr9	gene	39743085	39743937	-	68.54	0.78	78.0	RP11-133G22.1
chr9	transcript	39743085	39743937	-	68.54	0.78	78.0	RP11-133G22.1
chr9	gene	40528089	40529097	-	56.55	0.89	71.0	RP11-292B8.1
chr9	transcript	40528089	40529097	-	56.55	0.89	71.0	RP11-292B8.1
chr9	gene	40593213	40593797	-	59.25	0.86	43.0	RP11-292B8.1
chr9	transcript	40593213	40593797	-	59.25	0.86	43.0	RP11-292B8.1
chr9	gene	40595665	40599786	-	65.52	0.85	376.0	RP11-292B8.1
chr9	transcript	40595665	40599786	-	65.52	0.85	376.0	RP11-292B8.1
chr9	gene	40602188	40603478	-	61.78	0.64	79.0	RP11-292B8.1
chr9	transcript	40602188	40603478	-	61.78	0.64	79.0	RP11-292B8.1
chr9	gene	40709416	40710092	-	67.46	0.72	55.0	RP11-395E19.5
chr9	transcript	40709416	40710092	-	67.46	0.72	55.0	RP11-395E19.5
chr9	gene	40816764	40818092	-	64.83	0.89	124.0	ZNF658
chr9	transcript	40816764	40818092	-	64.83	0.89	124.0	ZNF658
chr9	gene	41538313	41539233	-	52.93	0.62	40.0	RP11-144A16.5
chr9	transcript	41538313	41539233	-	52.93	0.62	40.0	RP11-144A16.5
chr9	gene	41596341	41597110	-	62.03	0.96	69.0	ZNF658B
chr9	transcript	41596341	41597110	-	62.03	0.96	69.0	ZNF658B
chr9	gene	41999733	42001452	-	68.59	0.89	177.0	RP11-204M4.2
chr9	transcript	41999733	42001452	-	68.59	0.89	177.0	RP11-204M4.2
chr9	gene	43032000	43032607	-	51.07	0.66	26.0	CYP4F59P
chr9	transcript	43032000	43032607	-	51.07	0.66	26.0	CYP4F59P
chr9	gene	43101050	43102068	-	70.14	0.84	104.0	ANKRD20A3
chr9	transcript	43101050	43102068	-	70.14	0.84	104.0	ANKRD20A3
chr9	gene	43132234	43132815	-	53.53	0.7	29.0	ANKRD20A3
chr9	transcript	43132234	43132815	-	53.53	0.7	29.0	ANKRD20A3
chr9	gene	44078017	44078521	-	52.38	0.7	24.0	ANKRD20A7P
chr9	transcript	44078017	44078521	-	52.38	0.7	24.0	ANKRD20A7P
chr9	gene	44105424	44106193	-	52.93	0.65	35.0	ANKRD20A7P
chr9	transcript	44105424	44106193	-	52.93	0.65	35.0	ANKRD20A7P
chr9	gene	68777362	68778458	-	54.84	0.6	49.0	PGM5P1
chr9	transcript	68777362	68778458	-	54.84	0.6	49.0	PGM5P1
chr9	gene	69081190	69082683	-	67.45	0.91	155.0	PGM5P2
chr9	transcript	69081190	69082683	-	67.45	0.91	155.0	PGM5P2
chr9	gene	69091969	69092567	-	55.52	0.68	31.0	PGM5P2
chr9	transcript	69091969	69092567	-	55.52	0.68	31.0	PGM5P2
chr9	gene	69091969	69092567	-	55.52	0.68	31.0	RP11-87H9.3
chr9	transcript	69091969	69092567	-	55.52	0.68	31.0	RP11-87H9.3
chr9	gene	69892123	69893763	-	68.66	0.79	153.0	AC125634.1
chr9	transcript	69892123	69893763	-	68.66	0.79	153.0	AC125634.1
chr9	gene	72065005	72066468	-	66.23	0.76	121.0	APBA1
chr9	transcript	72065005	72066468	-	66.23	0.76	121.0	APBA1
chr9	gene	72147468	72148675	-	62.8	0.77	90.0	APBA1
chr9	transcript	72147468	72148675	-	62.8	0.77	90.0	APBA1
chr9	gene	72756953	72758530	-	59.23	0.71	96.0	MAMDC2-AS1
chr9	transcript	72756953	72758530	-	59.23	0.71	96.0	MAMDC2-AS1
chr9	gene	72835229	72836668	-	63.31	0.62	89.0	SMC5-AS1
chr9	transcript	72835229	72836668	-	63.31	0.62	89.0	SMC5-AS1
chr9	gene	73286039	73288340	-	64.41	0.66	157.0	TRPM3
chr9	transcript	73286039	73288340	-	64.41	0.66	157.0	TRPM3
chr9	gene	73418956	73419649	-	65.95	0.8	60.0	TRPM3
chr9	transcript	73418956	73419649	-	65.95	0.8	60.0	TRPM3
chr9	gene	73421380	73422091	-	65.82	0.74	57.0	TRPM3
chr9	transcript	73421380	73422091	-	65.82	0.74	57.0	TRPM3
chr9	gene	73422957	73423512	-	64.68	0.71	41.0	TRPM3
chr9	transcript	73422957	73423512	-	64.68	0.71	41.0	TRPM3
chr9	gene	73426543	73427413	-	55.98	0.62	42.0	TRPM3
chr9	transcript	73426543	73427413	-	55.98	0.62	42.0	TRPM3
chr9	gene	73431126	73431796	-	57.61	0.63	35.0	TRPM3
chr9	transcript	73431126	73431796	-	57.61	0.63	35.0	TRPM3
chr9	gene	73456747	73457460	-	62.83	0.81	56.0	TRPM3
chr9	transcript	73456747	73457460	-	62.83	0.81	56.0	TRPM3
chr9	gene	73500085	73500879	-	52.64	0.69	38.0	TRPM3
chr9	transcript	73500085	73500879	-	52.64	0.69	38.0	TRPM3
chr9	gene	73511589	73512154	-	58.76	0.69	33.0	TRPM3
chr9	transcript	73511589	73512154	-	58.76	0.69	33.0	TRPM3
chr9	gene	73548120	73548694	-	58.89	0.74	37.0	TRPM3
chr9	transcript	73548120	73548694	-	58.89	0.74	37.0	TRPM3
chr9	gene	73614396	73614953	-	59.78	0.67	33.0	TRPM3
chr9	transcript	73614396	73614953	-	59.78	0.67	33.0	TRPM3
chr9	gene	73872332	73873826	-	71.42	0.8	152.0	TRPM3
chr9	transcript	73872332	73873826	-	71.42	0.8	152.0	TRPM3
chr9	gene	74493343	74493864	-	52.78	0.67	24.0	ABHD17B
chr9	transcript	74493343	74493864	-	52.78	0.67	24.0	ABHD17B
chr9	gene	75610414	75611055	-	60.84	0.88	52.0	ALDH1A1
chr9	transcript	75610414	75611055	-	60.84	0.88	52.0	ALDH1A1
chr9	gene	75636369	75637115	-	67.83	0.88	75.0	ALDH1A1
chr9	transcript	75636369	75637115	-	67.83	0.88	75.0	ALDH1A1
chr9	gene	75643690	75644222	-	59.02	0.67	31.0	ALDH1A1
chr9	transcript	75643690	75644222	-	59.02	0.67	31.0	ALDH1A1
chr9	gene	94028762	94029337	-	59.83	0.8	41.0	AUH
chr9	transcript	94028762	94029337	-	59.83	0.8	41.0	AUH
chr9	gene	94351162	94352013	-	60.99	0.63	50.0	ROR2
chr9	transcript	94351162	94352013	-	60.99	0.63	50.0	ROR2
chr9	gene	94368929	94369638	-	60.79	0.75	49.0	ROR2
chr9	transcript	94368929	94369638	-	60.79	0.75	49.0	ROR2
chr9	gene	94457380	94458530	-	60.43	0.67	70.0	ROR2
chr9	transcript	94457380	94458530	-	60.43	0.67	70.0	ROR2
chr9	gene	94525439	94526055	-	62.66	0.77	46.0	ROR2
chr9	transcript	94525439	94526055	-	62.66	0.77	46.0	ROR2
chr9	gene	94821979	94822742	-	64.88	0.76	61.0	SPTLC1
chr9	transcript	94821979	94822742	-	64.88	0.76	61.0	SPTLC1
chr9	gene	94841697	94842246	-	60.66	0.64	32.0	SPTLC1
chr9	transcript	94841697	94842246	-	60.66	0.64	32.0	SPTLC1
chr9	gene	94858357	94859070	-	62.55	0.82	56.0	SPTLC1
chr9	transcript	94858357	94859070	-	62.55	0.82	56.0	SPTLC1
chr9	gene	95001504	95002120	-	59.09	0.69	36.0	IARS
chr9	transcript	95001504	95002120	-	59.09	0.69	36.0	IARS
chr9	gene	95012821	95013847	-	52.73	0.62	44.0	IARS
chr9	transcript	95012821	95013847	-	52.73	0.62	44.0	IARS
chr9	gene	95063533	95064246	-	62.55	0.82	56.0	NOL8
chr9	transcript	95063533	95064246	-	62.55	0.82	56.0	NOL8
chr9	gene	95080336	95080885	-	61.2	0.65	33.0	NOL8
chr9	transcript	95080336	95080885	-	61.2	0.65	33.0	NOL8
chr9	gene	95399124	95400150	-	52.73	0.62	44.0	IPPK
chr9	transcript	95399124	95400150	-	52.73	0.62	44.0	IPPK
chr9	gene	95475225	95475903	-	57.52	0.63	35.0	BICD2
chr9	transcript	95475225	95475903	-	57.52	0.63	35.0	BICD2
chr9	exon	95475225	95475903	-	57.52	0.63	35.0	BICD2
chr9	UTR	95475225	95475903	-	57.52	0.63	35.0	BICD2
chr9	gene	95481207	95481816	-	63.38	0.64	39.0	BICD2
chr9	transcript	95481207	95481816	-	63.38	0.64	39.0	BICD2
chr9	exon	95481207	95481816	-	63.38	0.64	39.0	BICD2
chr9	CDS	95481207	95481816	-	63.38	0.64	39.0	BICD2
chr9	gene	95483532	95484273	-	64.64	0.63	49.0	BICD2
chr9	transcript	95483532	95484273	-	64.64	0.63	49.0	BICD2
chr9	gene	95485998	95486545	-	67.28	0.84	52.0	BICD2
chr9	transcript	95485998	95486545	-	67.28	0.84	52.0	BICD2
chr9	gene	96086761	96087413	-	59.05	0.74	42.0	C9orf129
chr9	transcript	96086761	96087413	-	59.05	0.74	42.0	C9orf129
chr9	gene	96210656	96211328	-	57.59	0.63	35.0	FAM120AOS
chr9	transcript	96210656	96211328	-	57.59	0.63	35.0	FAM120AOS
chr9	gene	97352018	97352655	-	61.38	0.93	56.0	FBP2
chr9	transcript	97352018	97352655	-	61.38	0.93	56.0	FBP2
chr9	gene	98606964	98607539	-	72.0	0.61	45.0	LINC00476
chr9	transcript	98606964	98607539	-	72.0	0.61	45.0	LINC00476
chr9	gene	99258489	99259185	-	61.06	0.76	49.0	CDC14B
chr9	transcript	99258489	99259185	-	61.06	0.76	49.0	CDC14B
chr9	gene	99276148	99277009	-	61.67	0.73	60.0	CDC14B
chr9	transcript	99276148	99277009	-	61.67	0.73	60.0	CDC14B
chr9	gene	99302372	99303058	-	54.66	0.68	35.0	CDC14B
chr9	transcript	99302372	99303058	-	54.66	0.68	35.0	CDC14B
chr9	gene	99603551	99604253	-	59.26	0.8	49.0	ZNF782
chr9	transcript	99603551	99604253	-	59.26	0.8	49.0	ZNF782
chr9	gene	99673157	99674028	-	56.6	0.71	49.0	HIATL2
chr9	transcript	99673157	99674028	-	56.6	0.71	49.0	HIATL2
chr9	gene	99718060	99718600	-	57.04	0.78	34.0	HIATL2
chr9	transcript	99718060	99718600	-	57.04	0.78	34.0	HIATL2
chr9	gene	99772315	99772831	-	59.5	0.7	32.0	HIATL2
chr9	transcript	99772315	99772831	-	59.5	0.7	32.0	HIATL2
chr9	gene	99924710	99925581	-	56.49	0.67	46.0	ANKRD18CP
chr9	transcript	99924710	99925581	-	56.49	0.67	46.0	ANKRD18CP
chr9	gene	99960962	99961488	-	55.89	0.66	27.0	ANKRD18CP
chr9	transcript	99960962	99961488	-	55.89	0.66	27.0	ANKRD18CP
chr9	gene	99960962	99961488	-	55.89	0.66	27.0	ZNF322P1
chr9	transcript	99960962	99961488	-	55.89	0.66	27.0	ZNF322P1
chr9	exon	99960962	99961488	-	55.89	0.66	27.0	ZNF322P1
chr9	gene	99973161	99973711	-	54.36	0.65	26.0	ANKRD18CP
chr9	transcript	99973161	99973711	-	54.36	0.65	26.0	ANKRD18CP
chr9	gene	99973161	99973711	-	54.36	0.65	26.0	RP11-498P14.5
chr9	transcript	99973161	99973711	-	54.36	0.65	26.0	RP11-498P14.5
chr9	gene	100369896	100370442	-	53.85	0.74	29.0	TSTD2
chr9	transcript	100369896	100370442	-	53.85	0.74	29.0	TSTD2
chr9	gene	101288935	101289809	-	56.41	0.71	49.0	GABBR2
chr9	transcript	101288935	101289809	-	56.41	0.71	49.0	GABBR2
chr9	gene	101333764	101334311	-	56.49	0.79	34.0	GABBR2
chr9	transcript	101333764	101334311	-	56.49	0.79	34.0	GABBR2
chr9	gene	101388349	101388863	-	59.53	0.7	32.0	GABBR2
chr9	transcript	101388349	101388863	-	59.53	0.7	32.0	GABBR2
chr9	gene	101395400	101396239	-	66.27	0.87	80.0	GABBR2
chr9	transcript	101395400	101396239	-	66.27	0.87	80.0	GABBR2
chr9	gene	101619600	101620179	-	57.51	0.74	34.0	RP11-92C4.3
chr9	transcript	101619600	101620179	-	57.51	0.74	34.0	RP11-92C4.3
chr9	gene	102467814	102468486	-	55.06	0.69	35.0	RP11-554F20.1
chr9	transcript	102467814	102468486	-	55.06	0.69	35.0	RP11-554F20.1
chr9	gene	102495582	102496134	-	52.72	0.76	29.0	RP11-554F20.1
chr9	transcript	102495582	102496134	-	52.72	0.76	29.0	RP11-554F20.1
chr9	gene	102524594	102525119	-	55.62	0.7	28.0	RP11-554F20.1
chr9	transcript	102524594	102525119	-	55.62	0.7	28.0	RP11-554F20.1
chr9	gene	102686231	102686766	-	65.05	0.87	49.0	RP11-60I3.4
chr9	transcript	102686231	102686766	-	65.05	0.87	49.0	RP11-60I3.4
chr9	gene	102788654	102789674	-	71.67	0.96	125.0	ERP44
chr9	transcript	102788654	102789674	-	71.67	0.96	125.0	ERP44
chr9	gene	102820245	102821080	-	66.83	0.69	64.0	ERP44
chr9	transcript	102820245	102821080	-	66.83	0.69	64.0	ERP44
chr9	gene	104132783	104134028	-	62.33	0.81	98.0	BAAT
chr9	transcript	104132783	104134028	-	62.33	0.81	98.0	BAAT
chr9	gene	104185226	104187499	-	66.26	0.72	180.0	ALDOB
chr9	transcript	104185226	104187499	-	66.26	0.72	180.0	ALDOB
chr9	gene	104473386	104474036	-	61.69	0.75	46.0	GRIN3A
chr9	transcript	104473386	104474036	-	61.69	0.75	46.0	GRIN3A
chr9	gene	106051023	106051807	-	64.92	0.88	72.0	RP11-341A22.2
chr9	transcript	106051023	106051807	-	64.92	0.88	72.0	RP11-341A22.2
chr9	gene	106133198	106134073	-	65.71	0.74	70.0	RP11-436F21.1
chr9	transcript	106133198	106134073	-	65.71	0.74	70.0	RP11-436F21.1
chr9	gene	106140324	106141747	-	66.76	0.9	141.0	RP11-436F21.1
chr9	transcript	106140324	106141747	-	66.76	0.9	141.0	RP11-436F21.1
chr9	gene	106176683	106177603	-	61.41	0.61	53.0	RP11-436F21.1
chr9	transcript	106176683	106177603	-	61.41	0.61	53.0	RP11-436F21.1
chr9	gene	107688581	107689938	-	69.42	0.72	117.0	ABCA1
chr9	transcript	107688581	107689938	-	69.42	0.72	117.0	ABCA1
chr9	gene	111872226	111872760	-	56.93	0.61	26.0	TMEM245
chr9	transcript	111872226	111872760	-	56.93	0.61	26.0	TMEM245
chr9	gene	111998359	111999057	-	53.3	0.81	40.0	EPB41L4B
chr9	transcript	111998359	111999057	-	53.3	0.81	40.0	EPB41L4B
chr9	gene	111999190	112000506	-	59.12	0.69	79.0	EPB41L4B
chr9	transcript	111999190	112000506	-	59.12	0.69	79.0	EPB41L4B
chr9	gene	112000613	112001378	-	66.54	0.93	78.0	EPB41L4B
chr9	transcript	112000613	112001378	-	66.54	0.93	78.0	EPB41L4B
chr9	gene	112023539	112024991	-	71.07	0.62	114.0	EPB41L4B
chr9	transcript	112023539	112024991	-	71.07	0.62	114.0	EPB41L4B
chr9	gene	113639846	113640490	-	71.58	0.91	72.0	LPAR1
chr9	transcript	113639846	113640490	-	71.58	0.91	72.0	LPAR1
chr9	gene	113683524	113684456	-	67.92	0.9	96.0	LPAR1
